respondent_id,xyz_vaccine,seasonal_vaccine
26777,0.168374685,0.28509195
26778,0.139138085,0.550318568
26779,0.180432174,0.918103246
26780,0.027002594,0.135454809
26781,0.049355029,0.218041556
26782,0.069209012,0.248947754
26783,0.34255447,0.830407375
26784,0.426149847,0.762525647
26785,0.153855032,0.219041809
26786,0.078680468,0.241287669
26787,0.099213889,0.799063669
26788,0.013997263,0.263296995
26789,0.067523627,0.210777898
26790,0.068599589,0.178424282
26791,0.244882559,0.677880546
26792,0.075516737,0.686913284
26793,0.780476915,0.87113843
26794,0.041829314,0.886137154
26795,0.052660575,0.049956986
26796,0.097766003,0.699754885
26797,0.257022818,0.197047952
26798,0.339321918,0.444314214
26799,0.037751231,0.860840143
26800,0.255756199,0.349685675
26801,0.087466779,0.109007731
26802,0.077920052,0.189327417
26803,0.092563903,0.241936346
26804,0.090794465,0.325105425
26805,0.059123261,0.710851597
26806,0.522956982,0.827181074
26807,0.305558936,0.629783327
26808,0.769717506,0.293967269
26809,0.051288931,0.248325464
26810,0.061149519,0.067958967
26811,0.128171757,0.70765728
26812,0.253051596,0.207543354
26813,0.030391073,0.187743977
26814,0.049626275,0.119871625
26815,0.042715523,0.237244721
26816,0.119853367,0.467625351
26817,0.064321127,0.247679124
26818,0.40916024,0.411962156
26819,0.093746357,0.273544618
26820,0.113326282,0.374128771
26821,0.230578362,0.592369582
26822,0.428197065,0.328205801
26823,0.03524183,0.466063842
26824,0.348473107,0.48668292
26825,0.065367459,0.412416284
26826,0.079869963,0.305801757
26827,0.179039056,0.676175743
26828,0.560854785,0.786328171
26829,0.072625897,0.442001042
26830,0.126539542,0.501634349
26831,0.151232906,0.863489396
26832,0.008844494,0.260913654
26833,0.127256309,0.486473983
26834,0.274866982,0.78648222
26835,0.142902585,0.3248175
26836,0.032170592,0.010252967
26837,0.066933013,0.161354515
26838,0.135246438,0.380628218
26839,0.100952625,0.155952153
26840,0.285069962,0.701497358
26841,0.089846962,0.187637345
26842,0.031820408,0.015440671
26843,0.033959524,0.41073255
26844,0.060121757,0.583462036
26845,0.042360042,0.4265569
26846,0.347604619,0.143183774
26847,0.056834238,0.655545456
26848,0.099093113,0.348467052
26849,0.553977398,0.681154236
26850,0.036259402,0.072891793
26851,0.034426722,0.104487743
26852,0.406856808,0.437166175
26853,0.024111657,0.121147997
26854,0.452779379,0.577241604
26855,0.12955306,0.051660491
26856,0.377653289,0.157176572
26857,0.105749943,0.425474747
26858,0.080978015,0.151403068
26859,0.154054699,0.092743115
26860,0.035457412,0.030904215
26861,0.112638656,0.336618333
26862,0.251654462,0.488587664
26863,0.443197605,0.240213482
26864,0.014705995,0.035189679
26865,0.219484338,0.302957569
26866,0.087858016,0.10481538
26867,0.717939774,0.806508331
26868,0.138315522,0.391393798
26869,0.46311678,0.536681825
26870,0.060572208,0.063001626
26871,0.070225123,0.415084915
26872,0.107217513,0.674707948
26873,0.063016439,0.134184673
26874,0.588379674,0.886607661
26875,0.054257898,0.048793874
26876,0.089291874,0.239233237
26877,0.185914984,0.331395883
26878,0.011403064,0.036470063
26879,0.053500266,0.100603873
26880,0.025049078,0.061262673
26881,0.047893013,0.071883027
26882,0.079493213,0.227945809
26883,0.39754278,0.62358985
26884,0.173390887,0.710624396
26885,0.059038438,0.410681813
26886,0.514432268,0.556633512
26887,0.893274503,0.936464853
26888,0.066024497,0.106794542
26889,0.115974044,0.331289661
26890,0.389989801,0.524711117
26891,0.155396675,0.698841951
26892,0.068494286,0.169512082
26893,0.180478577,0.391334009
26894,0.064436157,0.602144973
26895,0.059189921,0.118554581
26896,0.031039425,0.098388171
26897,0.279124112,0.729381608
26898,0.08085536,0.143604648
26899,0.11794184,0.294119362
26900,0.00886637,0.314940488
26901,0.129067393,0.85667725
26902,0.263503166,0.125661304
26903,0.041009471,0.146453844
26904,0.272212031,0.47053435
26905,0.07381964,0.204138724
26906,0.00937064,0.322778162
26907,0.102633984,0.51222947
26908,0.050564888,0.125953519
26909,0.127998674,0.394789303
26910,0.064800491,0.085481332
26911,0.397549943,0.853937547
26912,0.793275319,0.835062293
26913,0.084335491,0.204050949
26914,0.169106132,0.748104968
26915,0.065975514,0.22135156
26916,0.00783655,0.049950168
26917,0.612867472,0.776444974
26918,0.274767611,0.307230294
26919,0.032021773,0.148254489
26920,0.128969299,0.763419934
26921,0.05196119,0.721662053
26922,0.054505745,0.242857399
26923,0.580206221,0.735575308
26924,0.127251526,0.583755121
26925,0.590545695,0.509872491
26926,0.275925809,0.452570863
26927,0.071456559,0.500746032
26928,0.088717273,0.208748994
26929,0.692686472,0.871757438
26930,0.098882517,0.270389992
26931,0.043570239,0.644563523
26932,0.066840922,0.634198321
26933,0.47352209,0.60886224
26934,0.110379563,0.332097968
26935,0.63774547,0.439879054
26936,0.198534296,0.410426353
26937,0.107090743,0.112262155
26938,0.027717709,0.053852523
26939,0.153548843,0.318496271
26940,0.029768642,0.135422646
26941,0.515745269,0.713376027
26942,0.164216229,0.74295454
26943,0.069592334,0.128147701
26944,0.088845013,0.258075148
26945,0.101227765,0.57893995
26946,0.245175965,0.507986918
26947,0.018236849,0.043800704
26948,0.020022676,0.043364173
26949,0.033247674,0.430989403
26950,0.050702526,0.122684768
26951,0.854274591,0.916563866
26952,0.661121706,0.905893374
26953,0.082072012,0.140510102
26954,0.110411578,0.254800493
26955,0.343066118,0.529789776
26956,0.02819788,0.776636175
26957,0.307210003,0.803975883
26958,0.042040318,0.282158081
26959,0.044039649,0.043472795
26960,0.144669914,0.251934183
26961,0.191059886,0.806273593
26962,0.147868797,0.25248758
26963,0.099683782,0.19918186
26964,0.753465925,0.893183539
26965,0.013428021,0.033958785
26966,0.062231897,0.254246474
26967,0.039873936,0.609790166
26968,0.01776559,0.047981546
26969,0.721967586,0.392100452
26970,0.068179039,0.190101377
26971,0.011188048,0.035352422
26972,0.07810459,0.189868805
26973,0.094074267,0.238565367
26974,0.057101841,0.376248407
26975,0.817991499,0.489024135
26976,0.037133957,0.105919244
26977,0.021338099,0.521488228
26978,0.388039763,0.596670868
26979,0.039866477,0.080693937
26980,0.060662122,0.383669565
26981,0.554682434,0.799013608
26982,0.136414613,0.328281008
26983,0.084545069,0.179666301
26984,0.026370732,0.18005959
26985,0.129133311,0.256306108
26986,0.077366802,0.202398524
26987,0.039795981,0.107945433
26988,0.264496134,0.552301464
26989,0.010403375,0.057129577
26990,0.373348061,0.616302007
26991,0.264823418,0.385203917
26992,0.112238163,0.472932966
26993,0.18270817,0.319301607
26994,0.116204669,0.363143273
26995,0.271884809,0.324970186
26996,0.024033148,0.120254053
26997,0.064408238,0.132189601
26998,0.442283586,0.553917879
26999,0.077434138,0.111861773
27000,0.038475858,0.499733136
27001,0.006954214,0.11283499
27002,0.022587395,0.056513103
27003,0.237492368,0.390078311
27004,0.352520716,0.622721305
27005,0.664705926,0.657909147
27006,0.064411234,0.128954715
27007,0.051573007,0.057388945
27008,0.052104196,0.113379147
27009,0.101690155,0.217919261
27010,0.10677529,0.181676553
27011,0.281417624,0.408867404
27012,0.073429027,0.151262728
27013,0.037294975,0.28840543
27014,0.073093036,0.40792415
27015,0.102164648,0.257250429
27016,0.345904983,0.557130064
27017,0.081041652,0.129217989
27018,0.831099113,0.884602441
27019,0.200761201,0.291629867
27020,0.105508676,0.327906325
27021,0.142815986,0.217301065
27022,0.196403654,0.288084994
27023,0.093118799,0.203295128
27024,0.066102367,0.043537534
27025,0.130756787,0.373473936
27026,0.062674432,0.442076028
27027,0.217669742,0.596125569
27028,0.070116774,0.313910849
27029,0.224820124,0.482892053
27030,0.118964671,0.633476326
27031,0.209492421,0.333825885
27032,0.152094745,0.330119643
27033,0.007031417,0.552090057
27034,0.1105793,0.182370695
27035,0.149225494,0.420449064
27036,0.655828391,0.787469856
27037,0.04964671,0.033821876
27038,0.708120187,0.815098668
27039,0.192048236,0.14548083
27040,0.080105015,0.251328835
27041,0.065642766,0.528585663
27042,0.415178384,0.65410733
27043,0.01228652,0.058724837
27044,0.131446633,0.454129818
27045,0.054662584,0.141286951
27046,0.647979495,0.696508911
27047,0.126946582,0.140431362
27048,0.334967847,0.834089212
27049,0.051707312,0.317528047
27050,0.042542695,0.132201357
27051,0.100393287,0.320022066
27052,0.845069116,0.846052371
27053,0.038667243,0.144242323
27054,0.113036554,0.864923183
27055,0.027312069,0.064026893
27056,0.02557458,0.034298632
27057,0.766766471,0.851505046
27058,0.05328038,0.124444332
27059,0.018813541,0.135985179
27060,0.086946978,0.411441278
27061,0.062496543,0.506594896
27062,0.072318255,0.525043324
27063,0.239906906,0.566535149
27064,0.056733537,0.338640439
27065,0.0434326,0.569639882
27066,0.29498943,0.447801539
27067,0.856820969,0.914152045
27068,0.452925608,0.806755067
27069,0.059194355,0.145113767
27070,0.062729204,0.123740958
27071,0.13242406,0.836324075
27072,0.018605268,0.610496816
27073,0.038548174,0.270939527
27074,0.748939894,0.860403288
27075,0.609085035,0.61067242
27076,0.04705883,0.097085247
27077,0.196031907,0.708601867
27078,0.244687798,0.863235203
27079,0.05517689,0.165372558
27080,0.026344396,0.761092542
27081,0.199275327,0.420195087
27082,0.080036219,0.287248635
27083,0.825127004,0.375166906
27084,0.039308366,0.021930998
27085,0.069182906,0.132212455
27086,0.156279683,0.293304357
27087,0.141778515,0.538065803
27088,0.184459334,0.286408986
27089,0.160431781,0.226107502
27090,0.460326235,0.06215277
27091,0.081526,0.187796808
27092,0.17487192,0.203192116
27093,0.008995615,0.041126814
27094,0.037640017,0.188874817
27095,0.024275932,0.259188873
27096,0.647806974,0.718953375
27097,0.555199736,0.802353443
27098,0.116432926,0.22419912
27099,0.034312272,0.442946852
27100,0.065237138,0.398150095
27101,0.083832705,0.832760101
27102,0.014957994,0.05009227
27103,0.256801037,0.346575379
27104,0.050705986,0.56249809
27105,0.393814808,0.540417871
27106,0.477652827,0.785040794
27107,0.134794012,0.612180848
27108,0.056565837,0.102423686
27109,0.084103991,0.342530177
27110,0.039396654,0.204969045
27111,0.248613412,0.570499574
27112,0.08375434,0.203600881
27113,0.108668919,0.421055745
27114,0.658810423,0.864013345
27115,0.103905597,0.703500946
27116,0.074723022,0.140442028
27117,0.101773406,0.264398907
27118,0.043474471,0.164171104
27119,0.281291443,0.919105276
27120,0.010114884,0.471684153
27121,0.068058994,0.331563051
27122,0.10690483,0.206567499
27123,0.050995877,0.177191989
27124,0.030248591,0.080260469
27125,0.379481463,0.121531392
27126,0.078584558,0.205888024
27127,0.126811492,0.283576082
27128,0.59704861,0.614548838
27129,0.146105135,0.227452517
27130,0.043044557,0.046547195
27131,0.484709803,0.82647552
27132,0.139816565,0.479571689
27133,0.603295307,0.828686957
27134,0.250130011,0.591122505
27135,0.067484881,0.229102561
27136,0.056471488,0.132959723
27137,0.141095123,0.348823231
27138,0.146048107,0.082441032
27139,0.905008606,0.926623703
27140,0.518014951,0.662622051
27141,0.056989959,0.178005482
27142,0.265520941,0.580114857
27143,0.048176578,0.039987012
27144,0.461352579,0.586103259
27145,0.046627076,0.825936965
27146,0.071951788,0.202057455
27147,0.222094968,0.251807883
27148,0.296956763,0.126561006
27149,0.575775918,0.931226497
27150,0.107415345,0.610690352
27151,0.032331214,0.199370583
27152,0.227371373,0.570307864
27153,0.675502107,0.819915114
27154,0.119346146,0.397268803
27155,0.012310471,0.139445134
27156,0.015276574,0.405152522
27157,0.053720814,0.150051527
27158,0.068686036,0.217541434
27159,0.228868396,0.272515638
27160,0.193569457,0.355978929
27161,0.150231936,0.856272628
27162,0.667718486,0.669659963
27163,0.233076229,0.132275077
27164,0.501766815,0.713972269
27165,0.074158245,0.169482057
27166,0.162210029,0.482701623
27167,0.145909199,0.687246109
27168,0.389929253,0.654482144
27169,0.256579354,0.582171994
27170,0.044034018,0.274667492
27171,0.031545842,0.62102301
27172,0.196723009,0.417948251
27173,0.063097792,0.177492757
27174,0.044731541,0.11040308
27175,0.449847042,0.879809023
27176,0.777618388,0.92584543
27177,0.088602339,0.203423252
27178,0.106077921,0.30004749
27179,0.301167394,0.343271875
27180,0.024587986,0.578616198
27181,0.641238074,0.869810496
27182,0.03129383,0.243194777
27183,0.032403746,0.32507178
27184,0.535267336,0.790232842
27185,0.13922733,0.519447928
27186,0.148647224,0.293554168
27187,0.067220377,0.421969478
27188,0.087586553,0.428110974
27189,0.454726492,0.776246669
27190,0.145625894,0.901420822
27191,0.53601958,0.811975008
27192,0.015025044,0.061895525
27193,0.112916204,0.34939966
27194,0.058871324,0.224870378
27195,0.262227639,0.214890521
27196,0.078555067,0.706186619
27197,0.906044526,0.949334538
27198,0.021362913,0.030266089
27199,0.297018891,0.677067225
27200,0.688681522,0.867172061
27201,0.102726806,0.075298497
27202,0.062193567,0.100391748
27203,0.030447387,0.06506927
27204,0.09086409,0.420002468
27205,0.203818767,0.340676556
27206,0.072058831,0.199695764
27207,0.721631595,0.384501655
27208,0.19842151,0.575569824
27209,0.23956752,0.227249983
27210,0.089510896,0.167416239
27211,0.3762298,0.702585554
27212,0.412026841,0.608362304
27213,0.02712059,0.095712858
27214,0.127477201,0.605572979
27215,0.075138555,0.646170771
27216,0.088803125,0.260586832
27217,0.526002893,0.802519349
27218,0.379361807,0.590934605
27219,0.178734675,0.491444353
27220,0.112100637,0.287490787
27221,0.230060747,0.587479948
27222,0.056932852,0.626787507
27223,0.243159057,0.622792794
27224,0.200158378,0.270208997
27225,0.025126959,0.236492206
27226,0.092592491,0.176768106
27227,0.368855949,0.657045619
27228,0.746297532,0.915981938
27229,0.13678434,0.917794041
27230,0.505067493,0.833545826
27231,0.14524394,0.661777661
27232,0.389941684,0.251466295
27233,0.035434592,0.020245596
27234,0.790349867,0.802895364
27235,0.096928421,0.86698957
27236,0.328403457,0.493701287
27237,0.182455985,0.464889593
27238,0.526593816,0.164825338
27239,0.061106221,0.209467001
27240,0.082588327,0.185424963
27241,0.092880477,0.274891314
27242,0.052634807,0.071540521
27243,0.064989405,0.167564313
27244,0.113800008,0.378713278
27245,0.781168611,0.90464184
27246,0.14922473,0.851898535
27247,0.133954061,0.600792231
27248,0.063104253,0.32572182
27249,0.092782333,0.269023667
27250,0.083405715,0.14727338
27251,0.371184698,0.635062291
27252,0.044470588,0.698108577
27253,0.840399535,0.918178892
27254,0.119653543,0.270452369
27255,0.535744366,0.921780149
27256,0.315703521,0.39065961
27257,0.367790131,0.458124034
27258,0.462442835,0.623972521
27259,0.204238858,0.498972597
27260,0.067505494,0.250213327
27261,0.18162403,0.371748229
27262,0.119212508,0.190396998
27263,0.056243906,0.067287182
27264,0.063311457,0.340384861
27265,0.170229695,0.324501877
27266,0.206579494,0.794536608
27267,0.016968451,0.152893901
27268,0.735194305,0.381495673
27269,0.02850792,0.045591507
27270,0.05022559,0.301768265
27271,0.014864124,0.40843822
27272,0.060734344,0.204258197
27273,0.102018853,0.306899659
27274,0.175608684,0.334856235
27275,0.011248053,0.158935489
27276,0.048365449,0.644243321
27277,0.144032203,0.314232762
27278,0.060476016,0.093446362
27279,0.474068968,0.680065569
27280,0.071372718,0.280988749
27281,0.067528556,0.754158722
27282,0.009064746,0.037974925
27283,0.223299036,0.413403181
27284,0.081411882,0.168765977
27285,0.044431022,0.059720213
27286,0.182455985,0.464889593
27287,0.456463687,0.63286638
27288,0.294469483,0.350199325
27289,0.025012921,0.163961652
27290,0.665044843,0.753491309
27291,0.042768606,0.483821303
27292,0.081837054,0.909550789
27293,0.018970007,0.06811541
27294,0.271436068,0.712568426
27295,0.05600506,0.557607349
27296,0.064035097,0.795515921
27297,0.120166042,0.379623016
27298,0.223044197,0.404342185
27299,0.130471613,0.842462031
27300,0.014211487,0.046615505
27301,0.086123945,0.443460966
27302,0.023982906,0.104686257
27303,0.059281676,0.465298655
27304,0.038686019,0.037767419
27305,0.12714606,0.238134885
27306,0.664089828,0.680132429
27307,0.159850107,0.271799478
27308,0.424452503,0.869460537
27309,0.039060902,0.044394025
27310,0.10933014,0.17810211
27311,0.06192343,0.161319772
27312,0.076692701,0.153461468
27313,0.04306207,0.08479623
27314,0.129297735,0.300258661
27315,0.20398316,0.401716609
27316,0.077653859,0.146404078
27317,0.238814827,0.304880554
27318,0.415219313,0.757233991
27319,0.288960577,0.645827369
27320,0.035707472,0.241760558
27321,0.241341766,0.06060338
27322,0.084084995,0.54824754
27323,0.38313127,0.568110505
27324,0.638407799,0.785957121
27325,0.163095025,0.516316143
27326,0.091242077,0.134352917
27327,0.133121912,0.408917563
27328,0.109550157,0.270824849
27329,0.009210839,0.22243264
27330,0.091451871,0.193818139
27331,0.126629142,0.835908646
27332,0.557971547,0.689764005
27333,0.054027159,0.055396263
27334,0.195841703,0.18688639
27335,0.102589254,0.193097175
27336,0.261909719,0.737330493
27337,0.170928255,0.215695153
27338,0.267892118,0.320787647
27339,0.012092842,0.042312851
27340,0.172175984,0.302702972
27341,0.020658637,0.499498443
27342,0.042545341,0.127475702
27343,0.225780984,0.290445461
27344,0.059533433,0.225027223
27345,0.735986682,0.899826211
27346,0.606149701,0.766672004
27347,0.100708183,0.177824967
27348,0.061843873,0.235820742
27349,0.121687623,0.822399067
27350,0.778050119,0.857947449
27351,0.129433253,0.407019813
27352,0.010603105,0.154169354
27353,0.123410325,0.279122754
27354,0.22648289,0.248531864
27355,0.227084419,0.515355767
27356,0.097192453,0.164244346
27357,0.287599724,0.569215391
27358,0.245764099,0.505772062
27359,0.168831221,0.589773582
27360,0.034661774,0.791512156
27361,0.1892987,0.391386474
27362,0.168973206,0.257143273
27363,0.07536221,0.194818095
27364,0.249880302,0.469168
27365,0.380378436,0.342334278
27366,0.334928784,0.524000182
27367,0.093957598,0.341954058
27368,0.060302733,0.08249264
27369,0.027635844,0.774799523
27370,0.243108147,0.390171868
27371,0.064990302,0.167572943
27372,0.758887882,0.739523232
27373,0.022832385,0.119063853
27374,0.141878236,0.824163056
27375,0.716870595,0.563137239
27376,0.066759743,0.574256079
27377,0.066089497,0.15889256
27378,0.112621657,0.197939316
27379,0.148882444,0.923197559
27380,0.096229633,0.633838666
27381,0.341972235,0.15425167
27382,0.157056889,0.362436423
27383,0.037386041,0.227136574
27384,0.055785479,0.706851257
27385,0.181370474,0.556867378
27386,0.288605522,0.747691373
27387,0.111366,0.230135114
27388,0.19519973,0.356876322
27389,0.021322378,0.053295581
27390,0.132861107,0.739602131
27391,0.594676381,0.609626402
27392,0.014727399,0.040978405
27393,0.014401947,0.510699921
27394,0.741700946,0.825663207
27395,0.077476656,0.105120892
27396,0.84815618,0.916969228
27397,0.587198339,0.835499774
27398,0.137271354,0.765987489
27399,0.070964239,0.524564853
27400,0.36174748,0.44643371
27401,0.095430748,0.516654368
27402,0.056152794,0.145552602
27403,0.475441683,0.172856701
27404,0.878510049,0.886982756
27405,0.104151411,0.203573212
27406,0.051032537,0.028763811
27407,0.090082741,0.389629398
27408,0.796538023,0.929741746
27409,0.081347256,0.270014907
27410,0.097902434,0.193512767
27411,0.195942477,0.948560233
27412,0.006948138,0.071961288
27413,0.624992564,0.608087911
27414,0.074493827,0.149063424
27415,0.114842227,0.205874974
27416,0.073434472,0.152273378
27417,0.397051186,0.111456343
27418,0.446281954,0.840057249
27419,0.147010831,0.208200202
27420,0.216307554,0.353044959
27421,0.308609609,0.593032734
27422,0.019835686,0.075482546
27423,0.213746439,0.470389529
27424,0.449893943,0.633094085
27425,0.101238728,0.242670152
27426,0.114878806,0.283253599
27427,0.047361547,0.121785144
27428,0.44139595,0.156526327
27429,0.07386425,0.698355262
27430,0.156602299,0.281915131
27431,0.161667248,0.25977808
27432,0.080691847,0.73180947
27433,0.133951442,0.237021944
27434,0.201391049,0.405083792
27435,0.023200124,0.114894878
27436,0.158017926,0.182844716
27437,0.066948772,0.174259987
27438,0.276855453,0.337735061
27439,0.334202473,0.722417311
27440,0.750062798,0.743454106
27441,0.146991431,0.880696038
27442,0.031865762,0.078710968
27443,0.148753941,0.118571941
27444,0.043143624,0.081466768
27445,0.099180134,0.082192571
27446,0.03231406,0.218340112
27447,0.273423355,0.645005502
27448,0.15690368,0.921098651
27449,0.04185583,0.830558714
27450,0.028307549,0.219675645
27451,0.023336028,0.240650674
27452,0.055635548,0.81911478
27453,0.114931732,0.425655235
27454,0.078995692,0.042022794
27455,0.210715836,0.37387091
27456,0.064792915,0.190005137
27457,0.072380384,0.185385209
27458,0.026731708,0.102704948
27459,0.561795674,0.7523739
27460,0.159671619,0.321123284
27461,0.037145115,0.201505868
27462,0.105989672,0.301311271
27463,0.549486195,0.759418074
27464,0.512297815,0.712444945
27465,0.010218911,0.027144685
27466,0.030512452,0.283384499
27467,0.106811138,0.643990677
27468,0.018066889,0.498733335
27469,0.869283579,0.807710343
27470,0.085868797,0.579236434
27471,0.227663631,0.457256034
27472,0.048481464,0.092458564
27473,0.157311134,0.286633823
27474,0.042087839,0.05891143
27475,0.135944297,0.509305831
27476,0.114947864,0.262883076
27477,0.027012368,0.511418212
27478,0.114518538,0.075921042
27479,0.260141891,0.467589312
27480,0.553947909,0.715980477
27481,0.365389533,0.130499007
27482,0.298013183,0.373187134
27483,0.344239206,0.579564931
27484,0.037595119,0.752904097
27485,0.217954507,0.328771988
27486,0.177388572,0.908826007
27487,0.829254985,0.863131043
27488,0.718291101,0.575181075
27489,0.014878406,0.200261171
27490,0.232250595,0.617144274
27491,0.0434326,0.569639882
27492,0.138813891,0.929452818
27493,0.370270361,0.689161711
27494,0.160341166,0.222841929
27495,0.047762851,0.179836296
27496,0.081722966,0.020713579
27497,0.075630518,0.52786627
27498,0.225146282,0.621804908
27499,0.128914228,0.885894193
27500,0.036296197,0.232519561
27501,0.082906218,0.708800523
27502,0.08922817,0.291337961
27503,0.019974548,0.034675852
27504,0.049614084,0.201329332
27505,0.395237097,0.702791441
27506,0.079320518,0.220578583
27507,0.291404795,0.371570026
27508,0.235307518,0.581541348
27509,0.633621843,0.318278179
27510,0.250235225,0.542363467
27511,0.093773273,0.193391359
27512,0.061445806,0.282680842
27513,0.329134251,0.440174646
27514,0.596909029,0.242802137
27515,0.294469483,0.350199325
27516,0.020928718,0.063836931
27517,0.697695937,0.736356666
27518,0.0217589,0.11031556
27519,0.064120653,0.126216515
27520,0.064006864,0.463430574
27521,0.083787435,0.118828429
27522,0.027439326,0.224952465
27523,0.029015752,0.158179792
27524,0.124860458,0.19807712
27525,0.428258311,0.392738677
27526,0.051254374,0.778126382
27527,0.30559524,0.77354351
27528,0.086142765,0.636289225
27529,0.076316192,0.144062616
27530,0.082971034,0.068968192
27531,0.123940196,0.79583284
27532,0.317904504,0.402747882
27533,0.081121845,0.139109316
27534,0.068245141,0.820536185
27535,0.183917905,0.379675438
27536,0.564291407,0.64997441
27537,0.362491654,0.424445932
27538,0.224098786,0.486968999
27539,0.542275382,0.145854138
27540,0.554534969,0.860198653
27541,0.071658454,0.209142361
27542,0.337751542,0.637847175
27543,0.130227519,0.245337809
27544,0.137246221,0.192305645
27545,0.773182022,0.735950994
27546,0.069864864,0.173052436
27547,0.044175495,0.882481823
27548,0.065663649,0.583813768
27549,0.138346901,0.0747786
27550,0.182532955,0.191674516
27551,0.058055853,0.669816286
27552,0.03823573,0.065335617
27553,0.185857585,0.300362086
27554,0.088574497,0.286949454
27555,0.090903039,0.471631678
27556,0.125284241,0.661041801
27557,0.066017242,0.183083094
27558,0.097324444,0.586428772
27559,0.30730074,0.749115155
27560,0.266024927,0.370785041
27561,0.24755712,0.492264915
27562,0.22122509,0.546029573
27563,0.20335285,0.508818772
27564,0.15948839,0.175407063
27565,0.140449866,0.050559291
27566,0.180526639,0.644737877
27567,0.438869035,0.936063889
27568,0.030891874,0.080952965
27569,0.487833994,0.787603801
27570,0.066254813,0.115000512
27571,0.008214774,0.019318959
27572,0.020698752,0.365831214
27573,0.443681957,0.506254406
27574,0.028449097,0.389905223
27575,0.022829479,0.072208185
27576,0.217083304,0.659126507
27577,0.126797251,0.27277086
27578,0.077008742,0.298294078
27579,0.060554939,0.249203226
27580,0.196306524,0.310486525
27581,0.068179039,0.190101377
27582,0.083016185,0.165966819
27583,0.571375677,0.467058036
27584,0.272637029,0.501845827
27585,0.751895025,0.81406525
27586,0.049518373,0.340049233
27587,0.103009173,0.20769758
27588,0.100764388,0.343784548
27589,0.305286631,0.364075935
27590,0.317048667,0.84440132
27591,0.029454686,0.062296829
27592,0.091800339,0.158749641
27593,0.163399724,0.344715015
27594,0.022838041,0.047845635
27595,0.105106126,0.196642893
27596,0.084648048,0.227734412
27597,0.037254995,0.073205219
27598,0.572929659,0.732127088
27599,0.037358469,0.269310479
27600,0.010162197,0.89125618
27601,0.712318867,0.811889883
27602,0.071251626,0.122905523
27603,0.006578697,0.038935788
27604,0.520954451,0.793551507
27605,0.12516043,0.257278876
27606,0.442790043,0.471509264
27607,0.138887881,0.536814439
27608,0.358044721,0.526658006
27609,0.261553756,0.536502576
27610,0.230339472,0.138806665
27611,0.033330067,0.45806832
27612,0.682807514,0.785889167
27613,0.097214283,0.367815602
27614,0.122244241,0.85625946
27615,0.010257654,0.026981811
27616,0.346410119,0.430267507
27617,0.110902721,0.482814561
27618,0.35048335,0.388267532
27619,0.531281479,0.693541481
27620,0.07667618,0.127536262
27621,0.422978209,0.790215289
27622,0.394890583,0.745098383
27623,0.092832983,0.755858888
27624,0.03431753,0.200950727
27625,0.014746377,0.107317748
27626,0.75631807,0.780895884
27627,0.040854928,0.577311453
27628,0.013624923,0.109410978
27629,0.230003147,0.571859447
27630,0.225392244,0.395936595
27631,0.017447771,0.125736106
27632,0.369899848,0.524828399
27633,0.226810554,0.504371444
27634,0.071049021,0.212487156
27635,0.249029593,0.942306255
27636,0.058148012,0.127939916
27637,0.066666187,0.219970651
27638,0.037611647,0.080077427
27639,0.821719867,0.477594174
27640,0.509197991,0.400496206
